"","predictors","X.IncMSE"
"commuters_by_subway_or_elevated","commuters_by_subway_or_elevated",10.030450107682
"households_retirement_income","households_retirement_income",9.98643582378977
"commute_60_more_mins","commute_60_more_mins",9.88133593118029
"employed_construction","employed_construction",9.72127364030894
"not_us_citizen_pop","not_us_citizen_pop",9.6811239183636
"rent_10_to_15_percent","rent_10_to_15_percent",9.66860570895192
"male_20","male_20",9.6481031457336
"one_year_more_college","one_year_more_college",9.5748532619244
"income_150000_199999","income_150000_199999",9.50065349153936
"employed_wholesale_trade","employed_wholesale_trade",9.44303465710897
"white_pop","white_pop",9.43690313132131
"commute_25_29_mins","commute_25_29_mins",9.41504153781651
"commute_40_44_mins","commute_40_44_mins",9.38652121673831
"dwellings_5_to_9_units","dwellings_5_to_9_units",9.38245762099077
"commute_35_39_mins","commute_35_39_mins",9.2922997158955
"employed_finance_insurance_real_estate","employed_finance_insurance_real_estate",9.28758942689171
"other_race_pop","other_race_pop",9.19016184049568
"one_parent_families_with_young_children","one_parent_families_with_young_children",9.17135142448252
"commute_35_44_mins","commute_35_44_mins",9.13613861334604
"no_car","no_car",9.09672317002446
"male_21","male_21",8.9902361341302
"in_undergrad_college","in_undergrad_college",8.83601510237795
"commute_30_34_mins","commute_30_34_mins",8.82217853088575
"male_45_64_some_college","male_45_64_some_college",8.73205955891383
"associates_degree","associates_degree",8.7067496484112
"white_male_55_64","white_male_55_64",8.66768244601835
"male_80_to_84","male_80_to_84",8.56202464830039
"commute_20_24_mins","commute_20_24_mins",8.48339972169767
"not_hispanic_pop","not_hispanic_pop",8.448646439068
"less_one_year_college","less_one_year_college",8.44328712697723
"female_20","female_20",8.40730132820895
"income_45000_49999","income_45000_49999",8.31985198118732
"rent_25_to_30_percent","rent_25_to_30_percent",8.24857980316362
"two_parent_families_with_young_children","two_parent_families_with_young_children",8.23297065407871
"male_45_64_graduate_degree","male_45_64_graduate_degree",8.14049205064689
"income_125000_149999","income_125000_149999",8.06142874047607
"white_including_hispanic","white_including_hispanic",8.03736303641697
"rent_under_10_percent","rent_under_10_percent",7.90331184075297
"worked_at_home","worked_at_home",7.8902267520488
"rent_40_to_50_percent","rent_40_to_50_percent",7.89017197889501
"in_grades_9_to_12","in_grades_9_to_12",7.87557722319077
"dwellings_1_units_detached","dwellings_1_units_detached",7.8729125153171
"occupation_natural_resources_construction_maintenance","occupation_natural_resources_construction_maintenance",7.86348219972511
"commute_15_19_mins","commute_15_19_mins",7.75624101635901
"employed_information","employed_information",7.74810801381755
"income_20000_24999","income_20000_24999",7.74774335731292
"commute_5_9_mins","commute_5_9_mins",7.73490732753228
"income_35000_39999","income_35000_39999",7.73478709169145
"employed_science_management_admin_waste","employed_science_management_admin_waste",7.696146146554
"female_18_to_19","female_18_to_19",7.68582168675433
"employed_education_health_social","employed_education_health_social",7.6374983023869
"commuters_by_carpool","commuters_by_carpool",7.58368814636899
"income_25000_29999","income_25000_29999",7.54472449304604
"three_cars","three_cars",7.52992582150464
"income_50000_59999","income_50000_59999",7.41935675886784
"income_less_10000","income_less_10000",7.39240863074276
"male_75_to_79","male_75_to_79",7.39108734493197
"rent_20_to_25_percent","rent_20_to_25_percent",7.37959067603386
"commute_10_14_mins","commute_10_14_mins",7.36486844748679
"income_40000_44999","income_40000_44999",7.36229259494547
"male_70_to_74","male_70_to_74",7.34447240285077
"in_grades_5_to_8","in_grades_5_to_8",7.29522989165122
"bachelors_degree_or_higher_25_64","bachelors_degree_or_higher_25_64",7.26553524769342
"nonfamily_households","nonfamily_households",7.1861937390981
"rent_30_to_35_percent","rent_30_to_35_percent",7.06055299392277
"male_10_to_14","male_10_to_14",7.05926006796963
"female_15_to_17","female_15_to_17",7.03922036216784
"male_18_to_19","male_18_to_19",6.96733628309926
"one_car","one_car",6.95897338833372
"employed_other_services_not_public_admin","employed_other_services_not_public_admin",6.88671595748215
"female_70_to_74","female_70_to_74",6.85619750169834
"owner_occupied_housing_units","owner_occupied_housing_units",6.8239422809758
"children_in_single_female_hh","children_in_single_female_hh",6.7979488669593
"female_85_and_over","female_85_and_over",6.67292723234058
"some_college_and_associates_degree","some_college_and_associates_degree",6.62521156157759
"not_in_labor_force","not_in_labor_force",6.62042301780163
"bachelors_degree","bachelors_degree",6.55725512542587
"income_30000_34999","income_30000_34999",6.54082307780086
"aggregate_travel_time_to_work","aggregate_travel_time_to_work",6.51458676027671
"management_business_sci_arts_employed","management_business_sci_arts_employed",6.50178956401465
"income_60000_74999","income_60000_74999",6.47521497386961
"rent_over_50_percent","rent_over_50_percent",6.44698212246208
"rent_15_to_20_percent","rent_15_to_20_percent",6.44501500642311
"married_households","married_households",6.42727017958995
"female_10_to_14","female_10_to_14",6.40379051251571
"mortgaged_housing_units","mortgaged_housing_units",6.36762890410325
"female_62_to_64","female_62_to_64",6.33277521335049
"male_67_to_69","male_67_to_69",6.28591349230306
"male_under_5","male_under_5",6.28227018844644
"poverty","poverty",6.1859332113555
"female_45_to_49","female_45_to_49",6.06072034128215
"graduate_professional_degree","graduate_professional_degree",6.04657850294686
"in_grades_1_to_4","in_grades_1_to_4",5.95972629505374
"male_45_64_bachelors_degree","male_45_64_bachelors_degree",5.93156451364764
"male_5_to_9","male_5_to_9",5.90125413577304
"female_25_to_29","female_25_to_29",5.85951288021644
"female_40_to_44","female_40_to_44",5.8565871843995
"employed_retail_trade","employed_retail_trade",5.84649961187051
"rent_35_to_40_percent","rent_35_to_40_percent",5.84064773476853
"female_30_to_34","female_30_to_34",5.79880561564849
"income_15000_19999","income_15000_19999",5.76984103215471
"female_75_to_79","female_75_to_79",5.74647930482643
"male_62_64","male_62_64",5.61923875567699
"occupation_management_arts","occupation_management_arts",5.60715682441573
"commuters_drove_alone","commuters_drove_alone",5.60168770088553
"female_5_to_9","female_5_to_9",5.55638124569578
"male_15_to_17","male_15_to_17",5.45472084372509
"female_67_to_69","female_67_to_69",5.41593949231891
"unemployed_pop","unemployed_pop",5.40503216623428
"masters_degree","masters_degree",5.36928056537015
"female_under_5","female_under_5",5.35182152511559
"sales_office_employed","sales_office_employed",5.32207898761912
"female_80_to_84","female_80_to_84",5.32184766317789
"bachelors_degree_2","bachelors_degree_2",5.31234500631622
"occupation_sales_office","occupation_sales_office",5.23983683361125
"female_65_to_66","female_65_to_66",5.20008344250807
"male_22_to_24","male_22_to_24",5.1759974485976
"male_35_to_39","male_35_to_39",5.13678989085643
"female_50_to_54","female_50_to_54",5.08597204105799
"children","children",5.04284281264764
"occupation_services","occupation_services",5.01539852106729
"pop_25_64","pop_25_64",5.00259409813933
"commuters_by_car_truck_van","commuters_by_car_truck_van",4.78768114950145
"male_40_to_44","male_40_to_44",4.78018924247149
"male_30_to_34","male_30_to_34",4.73467186376192
"female_55_to_59","female_55_to_59",4.64958309450302
"male_60_61","male_60_61",4.61700590611712
"employed_arts_entertainment_recreation_accommodation_food","employed_arts_entertainment_recreation_accommodation_food",4.61229443834318
"income_75000_99999","income_75000_99999",4.51409011658837
"commuters_16_over","commuters_16_over",4.5108836742006
"female_22_to_24","female_22_to_24",4.48182194821964
"female_35_to_39","female_35_to_39",4.41006052027404
"male_65_to_66","male_65_to_66",4.3962894068609
"pop_25_years_over","pop_25_years_over",4.30813810420375
"female_60_to_61","female_60_to_61",4.176798772117
"population_1_year_and_over","population_1_year_and_over",4.16648749338556
"male_25_to_29","male_25_to_29",4.09159310399559
"female_pop","female_pop",3.97554010646748
"families_with_young_children","families_with_young_children",3.94600485354366
"workers_16_and_over","workers_16_and_over",3.90743850706116
"population_3_years_over","population_3_years_over",3.90290770770419
"housing_units","housing_units",3.86390656440665
"male_pop","male_pop",3.77091868096708
"male_45_to_64","male_45_to_64",3.74546222074826
"civilian_labor_force","civilian_labor_force",3.68595076529441
"housing_units_renter_occupied","housing_units_renter_occupied",3.67163026316118
"family_households","family_households",3.5721361532048
"male_55_to_59","male_55_to_59",3.45781740169033
"pop_determined_poverty_status","pop_determined_poverty_status",3.44407671086168
"income_100000_124999","income_100000_124999",3.38080195657477
"male_45_to_49","male_45_to_49",3.36758306786878
"two_cars","two_cars",3.2742667696122
"employed_pop","employed_pop",3.19065237283868
"occupied_housing_units","occupied_housing_units",3.11072899554095
"male_50_to_54","male_50_to_54",3.10680624899788
"in_school","in_school",3.08878521892839
"households","households",2.78480633627015
"pop_in_labor_force","pop_in_labor_force",2.71250919017363
"pop_16_over","pop_16_over",2.39939399211508
