"feature","attr_importance"
"123","male_45_64_high_school",0.68720966455147
"124","income_75000_99999",0.686979729442887
"125","households_retirement_income",0.686809477575844
"126","aggregate_travel_time_to_work",0.685918657622901
"127","dwellings_5_to_9_units",0.685892138958752
"128","bachelors_degree_or_higher_25_64",0.684257278068022
"129","asian_male_55_64",0.680323371713995
"130","occupation_production_transportation_material",0.675417309326946
"131","female_70_to_74",0.67424584020238
"132","poverty",0.673221269372062
"133","hispanic_male_45_54",0.672298869838004
"134","father_one_parent_families_with_young_children",0.6711085755684
"135","commute_30_34_mins",0.668746238333249
"136","amerindian_including_hispanic",0.668268326403897
"137","male_under_5",0.665390529535743
"138","dwellings_20_to_49_units",0.66403726885204
"139","male_70_to_74",0.661639889536311
"140","different_house_year_ago_different_city",0.66026018420604
"141","employed_information",0.659817821848736
"142","female_30_to_34",0.659470169071153
"143","married_households",0.658235538438803
"144","female_under_5",0.65500484447763
"145","workers_16_and_over",0.652796640316312
"146","income_15000_19999",0.652126154816054
"147","mortgaged_housing_units",0.649914303239864
"148","white_pop",0.649839125598231
"149","high_school_diploma",0.64710355678647
"150","commute_90_more_mins",0.646912141859033
"151","male_45_64_associates_degree",0.643346184964845
"152","asian_including_hispanic",0.641963786969741
"153","management_business_sci_arts_employed",0.641295568690932
"154","occupation_management_arts",0.641295568690932
"155","income_60000_74999",0.640275535136204
"156","civilian_labor_force",0.639341761423879
"157","households_public_asst_or_food_stamps",0.638839818218414
"158","rent_20_to_25_percent",0.637695507986138
"159","male_45_to_64",0.633941967886882
"160","male_20",0.631662659354646
"161","occupation_sales_office",0.630007914236886
"162","sales_office_employed",0.630007914236886
"163","bachelors_degree_2",0.629316552898907
"164","bachelors_degree",0.629316552898907
"165","two_parent_families_with_young_children",0.628335345667488
"166","in_undergrad_college",0.627166713781836
"167","income_10000_14999",0.625115646741669
"168","commuters_by_public_transportation",0.621268750925005
"169","male_55_to_59",0.621095602312289
"170","renter_occupied_housing_units_paying_cash_median_gross_rent",0.617974005412308
"171","black_male_45_54",0.617894688544674
"172","nonfamily_households",0.615380834808492
"173","dwellings_1_units_detached",0.614870335622867
"174","commuters_16_over",0.612902994113549
"175","income_50000_59999",0.610871085013703
"176","not_hispanic_pop",0.610817468320088
"177","owner_occupied_housing_units_upper_value_quartile",0.610595418839965
"178","income_less_10000",0.606930957370735
"179","female_40_to_44",0.605427346755781
"180","commute_35_44_mins",0.604866482427609
"181","hispanic_pop",0.593300664789752
"182","hispanic_any_race",0.593300664789752
"183","female_50_to_54",0.592669462150934
"184","two_parents_not_in_labor_force_families_with_young_children",0.592144089803148
"185","male_45_64_bachelors_degree",0.588076327715455
"186","group_quarters",0.585846730192538
"187","commute_45_59_mins",0.583904232358338
"188","female_67_to_69",0.583516242490865
"189","vacant_housing_units_for_rent",0.582206083103646
"190","male_25_to_29",0.579436292134514
"191","no_cars",0.57837554175697
"192","owner_occupied_housing_units",0.578148464444077
"193","asian_pop",0.577123787558421
"194","no_car",0.574782001780535
"195","family_households",0.572755410293414
"196","less_one_year_college",0.569766977059029
"197","employed_arts_entertainment_recreation_accommodation_food",0.569231203489852
"198","in_grades_5_to_8",0.566515864166249
"199","income_200000_or_more",0.56578555260954
"200","male_67_to_69",0.565203488436151
"201","employed_other_services_not_public_admin",0.565049373474535
"202","rent_under_10_percent",0.561664426407343
"203","occupation_natural_resources_construction_maintenance",0.558062723561071
"204","other_race_pop",0.55786022906222
"205","black_pop",0.557683998542986
"206","occupation_services",0.55712745527566
"207","employed_agriculture_forestry_fishing_hunting_mining",0.537439063372472
"208","female_female_households",0.528369963835065
"209","pop_25_years_over",0.522479908676647
"210","not_in_labor_force",0.512209419069583
"211","children",0.510671851900243
"212","employed_education_health_social",0.510519076641085
"213","commute_60_more_mins",0.508831300279405
"214","black_male_55_64",0.498933110374824
"215","in_grades_1_to_4",0.49762868120553
"216","father_in_labor_force_one_parent_families_with_young_children",0.489485663429858
"217","owner_occupied_housing_units_lower_value_quartile",0.487405190839735
"218","commute_10_14_mins",0.48643373744143
"219","pop_determined_poverty_status",0.46761389264583
"220","high_school_including_ged",0.461487615952554
"221","two_parents_mother_in_labor_force_families_with_young_children",0.448698343239787
"222","male_62_64",0.436189806466716
"223","two_cars",0.435246418119853
"224","percent_income_spent_on_rent",0.422849883665682
"225","female_22_to_24",0.399370808267334
"226","income_20000_24999",0.396431234520586
"227","dwellings_3_to_4_units",0.383488048723167
"228","median_age",0.380334174838213
"229","female_35_to_39",0.370219832267846
"230","million_dollar_housing_units",0.349691931620811
"231","male_50_to_54",0.343368725186113
"232","median_year_structure_built",0.336252017946084
"233","commute_20_24_mins",0.334257082427094
"234","mobile_homes",0.324850724707966
"235","female_65_to_66",0.304611384241905
"236","housing_units_renter_occupied",0.230085510311116
"237","commuters_by_subway_or_elevated",0.22389388249008
"238","dwellings_50_or_more_units",0.22070412172852
"239","residential_percent_change_from_baseline",0.192297319707565
"240","transit_stations_percent_change_from_baseline",0.187507321487215
"241","workplaces_percent_change_from_baseline",0.172563307415635
"242","parks_percent_change_from_baseline",0
