"feature","attr_importance"
"82","pop_25_64",0.203488341804257
"83","employed_retail_trade",0.20347071833517
"84","male_45_to_64",0.203106115455025
"85","occupation_services",0.202520821906572
"86","income_200000_or_more",0.202122788074964
"87","high_school_including_ged",0.201911125593864
"88","amerindian_including_hispanic",0.20175124082357
"89","households",0.201618534610165
"90","occupied_housing_units",0.201618534610165
"91","female_50_to_54",0.201588591978002
"92","aggregate_travel_time_to_work",0.201476570225439
"93","male_45_64_high_school",0.201286011706686
"94","female_55_to_59",0.20117914740143
"95","asian_male_55_64",0.200923313585237
"96","female_62_to_64",0.200652455102982
"97","income_40000_44999",0.200484829790287
"98","nonfamily_households",0.200291335349047
"99","income_45000_49999",0.200093819071532
"100","pop_16_over",0.199796769309781
"101","female_40_to_44",0.199700586774155
"102","mobile_homes",0.199605919942502
"103","one_parent_families_with_young_children",0.199557108666284
"104","pop_25_years_over",0.199540536028667
"105","male_45_to_49",0.199437097031167
"106","male_75_to_79",0.199311149699917
"107","pop_determined_poverty_status",0.199254659901766
"108","commute_15_19_mins",0.199246636448351
"109","male_62_64",0.199103066745883
"110","female_30_to_34",0.199089335055894
"111","male_65_to_66",0.198756031726672
"112","male_pop",0.198755970453802
"113","employed_education_health_social",0.198611003418329
"114","female_pop",0.198357940766733
"115","male_50_to_54",0.198322105278215
"116","population_3_years_over",0.198084524115522
"117","commute_60_89_mins",0.198028422852946
"118","male_15_to_17",0.1978540335459
"119","male_70_to_74",0.197825117079862
"120","population_1_year_and_over",0.197771110525907
"121","total_pop",0.197329824076367
"122","employed_transportation_warehousing_utilities",0.197310556571291
"123","in_school",0.19706848935104
"124","female_18_to_19",0.197057080373749
"125","in_undergrad_college",0.197031531207071
"126","female_65_to_66",0.197012954381762
"127","in_grades_9_to_12",0.196857828920958
"128","income_35000_39999",0.196712966931778
"129","female_10_to_14",0.19563474335609
"130","employed_manufacturing",0.19557430416466
"131","commute_5_9_mins",0.19549315032036
"132","occupation_production_transportation_material",0.195423754753762
"133","two_parents_father_in_labor_force_families_with_young_children",0.19516258963107
"134","female_35_to_39",0.195074278156924
"135","families_with_young_children",0.194817625422056
"136","income_30000_34999",0.194707712185554
"137","income_per_capita",0.194454510743133
"138","female_under_5",0.194271439967684
"139","female_25_to_29",0.194165582172813
"140","two_parents_mother_in_labor_force_families_with_young_children",0.193632754893693
"141","male_80_to_84",0.193511121435015
"142","male_10_to_14",0.193429484820359
"143","male_30_to_34",0.193381996346768
"144","male_35_to_39",0.193359627018941
"145","children",0.193046287880811
"146","male_85_and_over",0.192844362013997
"147","female_75_to_79",0.192817958885589
"148","rent_20_to_25_percent",0.192727470037611
"149","employed_public_administration",0.192655857674817
"150","housing_units",0.192640856091985
"151","female_15_to_17",0.1926298324261
"152","female_45_to_49",0.191957082013737
"153","in_grades_1_to_4",0.191667325330486
"154","two_or_more_races_pop",0.191141257604443
"155","male_5_to_9",0.190597234279434
"156","rent_15_to_20_percent",0.190594227379981
"157","commute_less_10_mins",0.190515882598629
"158","rent_25_to_30_percent",0.190215079299456
"159","commuters_by_public_transportation",0.190023148598
"160","asian_including_hispanic",0.189950721524614
"161","housing_built_2000_to_2004",0.189836850572237
"162","asian_pop",0.189488302163914
"163","male_under_5",0.189110806404342
"164","white_male_45_54",0.189026428032017
"165","female_5_to_9",0.188574896348607
"166","rent_over_50_percent",0.188344972270268
"167","male_25_to_29",0.187839216793946
"168","one_car",0.187232615544393
"169","income_25000_29999",0.187173031749059
"170","female_20",0.186077483598384
"171","male_45_64_less_than_9_grade",0.185894011304902
"172","dwellings_1_units_attached",0.18586338212023
"173","female_21",0.185201735929137
"174","dwellings_3_to_4_units",0.185069576928781
"175","male_21",0.184414306445426
"176","rent_30_to_35_percent",0.184397123758304
"177","commuters_by_bus",0.184308445897269
"178","rent_burden_not_computed",0.183883210800484
"179","male_18_to_19",0.183394595698226
"180","income_20000_24999",0.183227259452759
"181","commute_90_more_mins",0.181655349641937
"182","dwellings_50_or_more_units",0.181323677181133
"183","rent_40_to_50_percent",0.181313292495736
"184","commuters_by_subway_or_elevated",0.18129096965314
"185","two_parent_families_with_young_children",0.180708158548915
"186","housing_units_renter_occupied",0.180322455392938
"187","dwellings_20_to_49_units",0.180159379341545
"188","rent_under_10_percent",0.17993506575453
"189","dwellings_5_to_9_units",0.179913589453394
"190","married_households",0.179851561430386
"191","housing_built_2005_or_later",0.179741684426669
"192","male_20",0.179603486921304
"193","two_parents_not_in_labor_force_families_with_young_children",0.17936918932497
"194","households_retirement_income",0.179145472730079
"195","income_10000_14999",0.178757822442412
"196","rent_35_to_40_percent",0.178753059863241
"197","households_public_asst_or_food_stamps",0.177204439554608
"198","no_cars",0.176193484997503
"199","unemployed_pop",0.175504146321719
"200","commute_45_59_mins",0.175181138982138
"201","no_car",0.175062193557955
"202","female_85_and_over",0.17479089293238
"203","commute_20_24_mins",0.174344938031925
"204","male_22_to_24",0.173911767143344
"205","owner_occupied_housing_units",0.173384269729162
"206","high_school_diploma",0.172854348654565
"207","vacant_housing_units",0.17241666214183
"208","family_households",0.172043181046044
"209","female_70_to_74",0.171312547665104
"210","housing_built_1939_or_earlier",0.17119071116553
"211","female_22_to_24",0.170816040259
"212","male_67_to_69",0.170123649748743
"213","female_60_to_61",0.17011571422572
"214","black_including_hispanic",0.169471165959823
"215","asian_male_45_54",0.169041795342889
"216","commute_60_more_mins",0.168847262173396
"217","dwellings_2_units",0.168806443636406
"218","female_80_to_84",0.168296844443497
"219","female_67_to_69",0.167888344022338
"220","black_pop",0.167471049488273
"221","in_grades_5_to_8",0.165840324665918
"222","vacant_housing_units_for_rent",0.165692209085064
"223","different_house_year_ago_same_city",0.163946594681949
"224","commute_10_14_mins",0.163371948777955
"225","not_in_labor_force",0.163065380318409
"226","black_male_55_64",0.160574984837702
"227","not_us_citizen_pop",0.15984183889419
"228","male_45_64_grade_9_12",0.159280775595461
"229","median_year_structure_built",0.15894686356678
"230","children_in_single_female_hh",0.158788282240321
"231","hispanic_male_55_64",0.157951698532398
"232","black_male_45_54",0.155562876498634
"233","hispanic_pop",0.153945054047156
"234","hispanic_any_race",0.153945054047156
"235","group_quarters",0.15276091870243
"236","hispanic_male_45_54",0.151909312104976
"237","employed_agriculture_forestry_fishing_hunting_mining",0.14368637025788
"238","percent_income_spent_on_rent",0.142520647894498
"239","median_age",0.131036611084511
"240","pop_5_years_over",0
"241","speak_only_english_at_home",0
"242","speak_spanish_at_home",0
"243","speak_spanish_at_home_low_english",0
"244","pop_15_and_over",0
"245","pop_never_married",0
"246","pop_now_married",0
"247","pop_separated",0
"248","pop_widowed",0
"249","pop_divorced",0
