"feature","attr_importance"
"91","nonfamily_households",0.119787158857347
"92","male_80_to_84",0.119744411472988
"93","income_20000_24999",0.119700924397575
"94","male_67_to_69",0.11938479572026
"95","in_grades_9_to_12",0.119068715277284
"96","two_parents_father_in_labor_force_families_with_young_children",0.118812698365802
"97","female_female_households",0.118698220689122
"98","employed_information",0.118555030018338
"99","high_school_diploma",0.118377716151969
"100","families_with_young_children",0.118278770255191
"101","income_150000_199999",0.118014971865495
"102","dwellings_1_units_detached",0.117645481149121
"103","male_35_to_39",0.117478242912305
"104","family_households",0.117347335120602
"105","white_including_hispanic",0.117263754429072
"106","four_more_cars",0.116991900765535
"107","female_50_to_54",0.116740441711623
"108","bachelors_degree_2",0.116604330061848
"109","bachelors_degree",0.116604330061848
"110","male_45_64_high_school",0.116540692194616
"111","no_car",0.116348274767196
"112","not_in_labor_force",0.116308741326099
"113","children",0.116135560054533
"114","in_grades_1_to_4",0.11601985579078
"115","workers_16_and_over",0.115809189407065
"116","armed_forces",0.115681177485084
"117","owner_occupied_housing_units",0.115643305702332
"118","housing_units",0.115477859631519
"119","not_hispanic_pop",0.115352662975427
"120","male_45_to_64",0.114385463504365
"121","female_75_to_79",0.113948629927982
"122","female_55_to_59",0.113715604339568
"123","male_60_61",0.113586575447555
"124","male_55_to_59",0.113400252951621
"125","female_22_to_24",0.113042999511745
"126","occupation_sales_office",0.113001378608452
"127","sales_office_employed",0.113001378608452
"128","income_25000_29999",0.112736483008505
"129","civilian_labor_force",0.112629240215454
"130","pop_in_labor_force",0.112629240215454
"131","bachelors_degree_or_higher_25_64",0.112257946485863
"132","total_pop",0.112002665944529
"133","population_1_year_and_over",0.112002665944529
"134","in_school",0.111825614945991
"135","households",0.111802106507383
"136","occupied_housing_units",0.111802106507383
"137","population_3_years_over",0.111138252287733
"138","no_cars",0.110422799000766
"139","male_pop",0.103568464340096
"140","median_year_structure_built",0
"141","rent_burden_not_computed",0
"142","rent_over_50_percent",0
"143","rent_40_to_50_percent",0
"144","rent_35_to_40_percent",0
"145","rent_30_to_35_percent",0
"146","rent_25_to_30_percent",0
"147","rent_20_to_25_percent",0
"148","rent_15_to_20_percent",0
"149","rent_10_to_15_percent",0
"150","female_pop",0
"151","asian_pop",0
"152","hispanic_pop",0
"153","amerindian_pop",0
"154","other_race_pop",0
"155","two_or_more_races_pop",0
"156","vacant_housing_units_for_rent",0
"157","two_parents_mother_in_labor_force_families_with_young_children",0
"158","two_parents_not_in_labor_force_families_with_young_children",0
"159","one_parent_families_with_young_children",0
"160","father_one_parent_families_with_young_children",0
"161","father_in_labor_force_one_parent_families_with_young_children",0
"162","commute_10_14_mins",0
"163","income_less_10000",0
"164","income_10000_14999",0
"165","income_15000_19999",0
"166","income_30000_34999",0
"167","income_35000_39999",0
"168","income_40000_44999",0
"169","income_50000_59999",0
"170","income_60000_74999",0
"171","income_75000_99999",0
"172","income_100000_124999",0
"173","income_125000_149999",0
"174","married_households",0
"175","housing_units_renter_occupied",0
"176","dwellings_2_units",0
"177","dwellings_3_to_4_units",0
"178","dwellings_5_to_9_units",0
"179","dwellings_10_to_19_units",0
"180","dwellings_20_to_49_units",0
"181","dwellings_50_or_more_units",0
"182","housing_built_2005_or_later",0
"183","housing_built_2000_to_2004",0
"184","male_15_to_17",0
"185","male_18_to_19",0
"186","male_20",0
"187","male_21",0
"188","male_25_to_29",0
"189","male_30_to_34",0
"190","male_40_to_44",0
"191","male_45_to_49",0
"192","male_50_to_54",0
"193","female_5_to_9",0
"194","female_10_to_14",0
"195","female_15_to_17",0
"196","female_18_to_19",0
"197","female_20",0
"198","female_21",0
"199","female_25_to_29",0
"200","female_30_to_34",0
"201","female_35_to_39",0
"202","female_40_to_44",0
"203","female_45_to_49",0
"204","amerindian_including_hispanic",0
"205","asian_including_hispanic",0
"206","employed_pop",0
"207","unemployed_pop",0
"208","pop_16_over",0
"209","asian_male_45_54",0
"210","asian_male_55_64",0
"211","hispanic_male_45_54",0
"212","hispanic_male_55_64",0
"213","children_in_single_female_hh",0
"214","commuters_by_carpool",0
"215","different_house_year_ago_different_city",0
"216","employed_arts_entertainment_recreation_accommodation_food",0
"217","employed_public_administration",0
"218","employed_retail_trade",0
"219","high_school_including_ged",0
"220","households_public_asst_or_food_stamps",0
"221","in_undergrad_college",0
"222","male_45_64_associates_degree",0
"223","male_45_64_bachelors_degree",0
"224","male_45_64_less_than_9_grade",0
"225","male_45_64_grade_9_12",0
"226","male_45_64_some_college",0
"227","not_us_citizen_pop",0
"228","occupation_services",0
"229","one_car",0
"230","two_cars",0
"231","pop_25_64",0
"232","pop_determined_poverty_status",0
"233","poverty",0
"234","some_college_and_associates_degree",0
"235","less_one_year_college",0
"236","one_year_more_college",0
"237","pop_25_years_over",0
"238","commuters_16_over",0
"239","hispanic_any_race",0
"240","pop_5_years_over",0
"241","speak_only_english_at_home",0
"242","speak_spanish_at_home",0
"243","speak_spanish_at_home_low_english",0
"244","pop_15_and_over",0
"245","pop_never_married",0
"246","pop_now_married",0
"247","pop_separated",0
"248","pop_widowed",0
"249","pop_divorced",0
